hotel_name,hotel_url,hotel_price,hotel_rating,hotel_review,LAT,LNG,z_hotel_review,rec_hotels
Banyan Harbor Resort,https://www.tripadvisor.com/Hotel_Review-g60623-d226075-Reviews-Banyan_Harbor_Resort-Lihue_Kauai_Hawaii.html,164,4.0,421,21.9585514,-159.3550714,-0.7483086270406515,-2.993234508162606
Kauai Beach Villas,https://www.tripadvisor.com/Hotel_Review-g60623-d87334-Reviews-Kauai_Beach_Villas-Lihue_Kauai_Hawaii.html,327,4.0,683,22.010638800000002,-159.3406231,-0.6253342846391935,-2.501337138556774
Marriott's Kauai Lagoons - Kalanipu'u,https://www.tripadvisor.com/Hotel_Review-g60623-d1867453-Reviews-Marriott_s_Kauai_Lagoons_Kalanipu_u-Lihue_Kauai_Hawaii.html,689,4.5,483,21.961354500000002,-159.34081719999998,-0.7192078284571004,-3.2364352280569517
Marjorie's Kauai Inn,https://www.tripadvisor.com/Hotel_Review-g60622-d87382-Reviews-Marjorie_s_Kauai_Inn-Lawai_Kauai_Hawaii.html,225,5.0,477,21.9137105,-159.5025866,-0.7220240347716376,-3.6101201738581876
Kauai Beach Resort,https://www.tripadvisor.com/Hotel_Review-g60623-d209325-Reviews-Kauai_Beach_Resort-Lihue_Kauai_Hawaii.html,282,4.0,2793,22.010189,-159.33875669999998,0.3650316026397239,1.4601264105588956
Princeville Resort,https://www.tripadvisor.com/Hotel_Review-g60626-d111672-Reviews-Princeville_Resort-Princeville_Kauai_Hawaii.html,1215,4.5,3404,22.2210015,-159.4970711,0.6518152790034293,2.9331687555154318
Hilton Garden Inn Kauai Wailua Bay,https://www.tripadvisor.com/Hotel_Review-g60616-d90147-Reviews-Hilton_Garden_Inn_Kauai_Wailua_Bay-Kapaa_Kauai_Hawaii.html,296,4.0,1379,22.0422873,-159.3370131,-0.2986543521528776,-1.1946174086115104
Sheraton Kauai Coconut Beach Resort,https://www.tripadvisor.com/Hotel_Review-g60616-d90144-Reviews-Sheraton_Kauai_Coconut_Beach_Resort-Kapaa_Kauai_Hawaii.html,159,4.0,2131,22.0567505,-159.32247619999998,0.05431017260245216,0.21724069040980865
Sheraton Kauai Resort,https://www.tripadvisor.com/Hotel_Review-g60625-d111674-Reviews-Sheraton_Kauai_Resort-Poipu_Kauai_Hawaii.html,495,4.0,2741,21.8764358,-159.460717,0.34062448124706807,1.3624979249882723
Plantation Hale Suites,https://www.tripadvisor.com/Hotel_Review-g60616-d262763-Reviews-Plantation_Hale_Suites-Kapaa_Kauai_Hawaii.html,169,4.0,902,22.0562958,-159.3256709,-0.5225427541585855,-2.090171016634342
Aston at Poipu Kai,https://www.tripadvisor.com/Hotel_Review-g60625-d208989-Reviews-Aston_at_Poipu_Kai-Poipu_Kauai_Hawaii.html,437,4.0,314,21.875546300000003,-159.44568600000002,-0.7985309729832316,-3.1941238919329265
"The Westin Maui Resort & Spa, Ka'anapali",https://www.tripadvisor.com/Hotel_Review-g60634-d111849-Reviews-The_Westin_Maui_Resort_Spa_Ka_anapali-Lahaina_Maui_Hawaii.html,739,4.0,6182,20.919752,-156.6950079,1.9557188026341554,7.822875210536622
Kaanapali Ocean Inn,https://www.tripadvisor.com/Hotel_Review-g60634-d644484-Reviews-Kaanapali_Ocean_Inn-Lahaina_Maui_Hawaii.html,235,3.0,299,20.931824399999996,-156.69226650000002,-0.8055714887695746,-2.416714466308724
Sheraton Maui Resort & Spa,https://www.tripadvisor.com/Hotel_Review-g60634-d114075-Reviews-Sheraton_Maui_Resort_Spa-Lahaina_Maui_Hawaii.html,509,4.0,5030,20.9267279,-156.6947313,1.415007190243012,5.660028760972048
Lahaina Inn,https://www.tripadvisor.com/Hotel_Review-g60634-d114079-Reviews-Lahaina_Inn-Lahaina_Maui_Hawaii.html,225,3.0,278,20.8755516,-156.6795366,-0.8154282108704549,-2.4462846326113645
The Gardens at West Maui Hotel,https://www.tripadvisor.com/Hotel_Review-g60634-d2391687-Reviews-The_Gardens_at_West_Maui_Hotel-Lahaina_Maui_Hawaii.html,234,3.5,148,20.9962986,-156.6641297,-0.8764460143520943,-3.0675610502323303
Kahana Villa Resort,https://www.tripadvisor.com/Hotel_Review-g60634-d622353-Reviews-Kahana_Villa_Resort-Lahaina_Maui_Hawaii.html,229,3.5,204,20.9687172,-156.6799464,-0.8501614220830804,-2.9755649772907815
Hono Koa,https://www.tripadvisor.com/Hotel_Review-g60634-d781518-Reviews-Hono_Koa-Lahaina_Maui_Hawaii.html,219,3.5,138,20.958396,-156.68465600000002,-0.8811396915429897,-3.083988920400464
Kihei Kai Nani,https://www.tripadvisor.com/Hotel_Review-g60632-d225439-Reviews-Kihei_Kai_Nani-Kihei_Maui_Hawaii.html,275,4.0,297,20.7175523,-156.4450531,-0.8065102242077538,-3.226040896831015
Four Seasons Resort Hualalai,https://www.tripadvisor.com/Hotel_Review-g60872-d111582-Reviews-Four_Seasons_Resort_Hualalai-Kailua_Kona_Island_of_Hawaii_Hawaii.html,882,4.5,3497,19.827673899999997,-155.9916716,0.6954664768787561,3.129599145954402
Sheraton Kona Resort & Spa at Keauhou Bay,https://www.tripadvisor.com/Hotel_Review-g60872-d293200-Reviews-Sheraton_Kona_Resort_Spa_at_Keauhou_Bay-Kailua_Kona_Island_of_Hawaii_Hawaii.html,416,3.5,3334,19.5586138,-155.96459480000001,0.6189595386671619,2.1663583853350667
Uncle Billy's Kona Bay Hotel,https://www.tripadvisor.com/Hotel_Review-g60872-d113110-Reviews-Uncle_Billy_s_Kona_Bay_Hotel-Kailua_Kona_Island_of_Hawaii_Hawaii.html,179,3.0,585,19.6380171,-155.99270380000002,-0.6713323211099679,-2.0139969633299035
Kona Islander Inn,https://www.tripadvisor.com/Hotel_Review-g60872-d113111-Reviews-Kona_Islander_Inn-Kailua_Kona_Island_of_Hawaii_Hawaii.html,209,3.0,365,19.6363738,-155.9905969,-0.7745932193096654,-2.323779657928996
Aloha Crater Lodge,https://www.tripadvisor.com/Hotel_Review-g60607-d659084-Reviews-Aloha_Crater_Lodge-Volcano_Island_of_Hawaii_Hawaii.html,120,4.0,286,19.429775,-155.22752319999998,-0.8116732691177386,-3.2466930764709545
Volcano Forest Inn,https://www.tripadvisor.com/Hotel_Review-g60607-d1207156-Reviews-Volcano_Forest_Inn-Volcano_Island_of_Hawaii_Hawaii.html,142,4.5,203,19.4289676,-155.237533,-0.85063078980217,-3.827838554109765
Volcano Hale,https://www.tripadvisor.com/Hotel_Review-g60607-d75616-Reviews-Volcano_Hale-Volcano_Island_of_Hawaii_Hawaii.html,89,4.0,259,19.441755899999997,-155.2349524,-0.8243461975331561,-3.2973847901326243
Grand Naniloa Hotel Hilo - a DoubleTree by Hilton,https://www.tripadvisor.com/Hotel_Review-g60583-d113096-Reviews-Grand_Naniloa_Hotel_Hilo_a_DoubleTree_by_Hilton-Hilo_Island_of_Hawaii_Hawaii.html,193,3.5,1353,19.7295945,-155.06489299999998,-0.3108579128492055,-1.0880026949722192
Hilo Reeds Bay Hotel,https://www.tripadvisor.com/Hotel_Review-g60583-d4232726-Reviews-Hilo_Reeds_Bay_Hotel-Hilo_Island_of_Hawaii_Hawaii.html,88,3.0,177,19.727993899999998,-155.06306830000003,-0.8628343504984979,-2.5885030514954934
Hilo Bay Hostel,https://www.tripadvisor.com/Hotel_Review-g60583-d293256-Reviews-Hilo_Bay_Hostel-Hilo_Island_of_Hawaii_Hawaii.html,79,4.0,207,19.7257001,-155.088042,-0.8487533189258119,-3.3950132757032474
Wild Ginger Inn Hotel & Hostel,https://www.tripadvisor.com/Hotel_Review-g60583-d113100-Reviews-Wild_Ginger_Inn_Hotel_Hostel-Hilo_Island_of_Hawaii_Hawaii.html,70,3.5,194,19.729338000000002,-155.08926090000003,-0.8548550992739757,-2.9919928474589153
Fern Grotto Inn,https://www.tripadvisor.com/Hotel_Review-g60616-d654603-Reviews-Fern_Grotto_Inn-Kapaa_Kauai_Hawaii.html,433,5.0,600,22.0477003,-159.3375991,-0.6642918053236249,-3.3214590266181245
Hilton Waikoloa Village,https://www.tripadvisor.com/Hotel_Review-g60608-d89980-Reviews-Hilton_Waikoloa_Village-Waikoloa_Kohala_Coast_Island_of_Hawaii_Hawaii.html,314,4.0,10023,19.923984,-155.88748700000002,3.758560211657057,15.034240846628228
Waimea Country Lodge,https://www.tripadvisor.com/Hotel_Review-g60588-d120721-Reviews-Waimea_Country_Lodge-Waimea_Island_of_Hawaii_Hawaii.html,119,4.0,111,20.0215603,-155.6689995,-0.8938126199584071,-3.5752504798336284
Hana Kai Maui,https://www.tripadvisor.com/Hotel_Review-g60630-d120746-Reviews-Hana_Kai_Maui-Hana_Maui_Hawaii.html,320,4.5,806,20.7591997,-155.98722560000002,-0.5676020551911808,-2.5542092483603134
Belle Vue,https://www.tripadvisor.com/Hotel_Review-g60588-d75556-Reviews-Belle_Vue-Waimea_Island_of_Hawaii_Hawaii.html,165,4.0,122,34.0621218,-118.3586118,-0.8886495750484222,-3.554598300193689
